"id","title","text_description","image_path","audio_path","image_filename","image_content_type","audio_filename","audio_content_type","visibility","created_at","updated_at","user_id"
23,"Item 0021","Então, esses dois eventos de magmatismo, magmatismo que é o quê? A a intrusão de magma dentro da rocha ou extrusão, que é quando ele, o magma atinge a superfície da terra, né, na forma de vulcões. E esse, esses eventos, eles ficam registrados dentro da rocha, com a, a rocha que, que se consolida e formam as rochas, né, ígneas. Então nós chamamos de vulcanismo isso. Então, eh, essa imagem é de Misuzaki et al 2002. Ela está mostrando uma hipótese que é muito, eh, aceita e que é a possibilidade de pluma do manto. E, e aonde que a placa sulamericana teria se movimentado para oeste sobre uma pluma. Seria a pluma Fernando de Noronha. E ela teria deixado, eh, um rastro, né? À medida que aquele ponto fixo no manto, que nós chamamos de hotspot, esse ponto iria estar, eh, fixo e a placa tectônica, à medida que abre, eh, o oceano Atlântico, ela vai se, se, se deslizando sobre esse ponto fixo do manto. Então, uma possibilidade amplamente aceita é que esse vulcanismo estaria associado a plumas do manto, como essa que eu tô mostrando aqui, que é a pluma Fernando de Noronha.","09b2d4f4-c016-4d24-8a30-f3370713f5eb.jpeg","caeeca34-77a5-436b-97c1-dc24c58db2f6.wav","0021_image.jpeg","image/jpeg","0021_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.999098+00",NULL,2
24,"Item 0022","Essa imagem é modificada de Oliveira de 2008, o artigo. Ela já mostra uma outra hipótese, que não estaria relacionada a, a um magma profundo, uma pluma do manto, mas sim, a convecção em pequena escala. Células de convecção na, no manto superior, na base da crosta, estarem sendo, sendo a responsável por essa anomalia térmica, né? Eh, estudo realizado por Gusmão mostrou, eh, eh, ele fez um estudo com inversão de dados gravimétricos, né? Uma análise da, da densidade, né, do, da crosta. E ele mostrou essa possibilidade de células de convecção de pequena escala na base da crosta.
","aa06ee4a-811c-4701-8504-94a22072e022.jpeg","76b507f1-48bf-4c03-a8d3-8a683b12783e.wav","0022_image.jpeg","image/jpeg","0022_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.04059+00",NULL,2
25,"Item 0023","Essa imagem mostra a anomalia de Ioid que seria uma anomalia térmica localizada na província Borborema. Essa imagem, ela é modificada de Oliveira 2008.
","64e5ba36-98eb-49ae-bbe6-d7dc8a295070.jpeg","e718162c-dee7-4029-8ee0-f522ca72da47.wav","0023_image.jpeg","image/jpeg","0023_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.077488+00",NULL,2
26,"Item 0024","Então, na região da província Borborema, nós, possivelmente teríamos uma anomalia térmica, né, que estaria associada a algumas hipóteses, né? Pluma do manto, uma delas. Célula de convecção, né, em pequena escala, ali a uma profundidade entre 200 e 300 km e uma possibilidade ainda mais rasa, de uma anomalia de geoide, que estaria na faixa de profundidade entre 100 e 150 km.
","4e609c55-035d-4609-b85a-ad60b90eea51.jpeg","e90b7c69-d528-44f2-ac57-67e6562b61dd.wav","0024_image.jpeg","image/jpeg","0024_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.112793+00",NULL,2
42,"Item 0040","Aqui eu estou mostrando o empilhamento 1D também da onda PP. Empilhamento dos traços de função do receptor para cada estação, calculados para a onda PP. Também em vermelho, mostrando a quantidade de traços obtidos em cada uma das estações. PP.
","604906e1-ee04-49b7-b4df-c374798fcb35.jpeg","24f5555c-53b8-44d8-907a-0ba9b4810981.wav","0040_image.jpeg","image/jpeg","0040_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.742436+00",NULL,2
27,"Item 0025","Estou mostrando nessa imagem modificada de Kennedy et al. 1995. É uma imagem clássica dentro da sismologia. Essa imagem, ela mostra eh, no eixo Y, a velocidade e a densidade de propagação das ondas P e S, ao longo da profundidade, no eixo X, que é ao longo do interior da Terra. Essa, aqui à esquerda, tá mostrando esses, esse, eh, esses valores de velocidade e densidade se propagando, né? Ao longo do manto, uma queda abrupta, né, desses valores, passando para o núcleo externo e outra queda abrupta passando para o núcleo interno. À direita, temos um zoom na faixa de profundidade entre 0 e 800 km. Essa, esse zoom para mostrar uma região, eh, do manto, chamada zona de transição do manto. Essa zona, ela fica ali entre 410 e 660 km. Normalmente, é nessa profundidade que acontece uma variação na velocidade da onda P e S devido a uma descontinuidade de sísmica nessas, nessas profundidades, delimitando assim uma, uma, uma, uma faixa, uma camada que nós chamamos de zona de transição do manto. Então, eh, à medida que a onda sísmica, eu tô falando de, de sismos, de terremotos, né? Sismos, eh, que têm essa, essa, esse tempo de propagação, de transição, né? Que vai aí até essa profundidade. Então, à medida que a onda se propaga vai tendo as variações na velocidade de propagação, à medida que ela passa por, por essas descontinuidades, por essas, eh, esses limites de camadas, né? E especificamente, eh, quando você observa esse perfil de densidade, velocidade das ondas P e S da Terra, especificamente nessa porção de, a profundidade de 410 e 660 km, você tem a zona de transição do manto. E essa, essa faixa, né, ela acontece devido às mudanças de fase dos minerais olivina e piroxena. Esses minerais, eles sofrem, eh, eh, eles sofrem mudança de fase. E por isso acontece, eh, essa transformação química deles. E essa zona de transição do manto, ela é muito importante.","1f1055d4-cda5-4537-a745-bdb1e7e41ec0.jpeg","af42f9e5-7410-4bac-b60c-e49372cee415.wav","0025_image.jpeg","image/jpeg","0025_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.158474+00",NULL,2
28,"Item 0026","Nessa imagem, eu estou mostrando modelos globais de velocidade de referência sísmica, o PREM e o AK135. Essa imagem modificada de Frost 2008. Então aqui é, é para a onda P, propagação da onda P. Aqui nessa faixa que nós temos interesse de 410, 660 km, seria nessa zona de transição do manto. A seguir, eu mostro a imagem da propagação da onda S. Essa aqui é da onda, velocidade da onda P. Mas antes, eu quero explicar porquê essa região. O objetivo desse trabalho é investigar a existência de anomalia térmica na zona de transição do manto, essa região abaixo da província Borborema. Isso vai ser feito, mostrado aqui, através do mapeamento da estrutura da zona de transição do manto, utilizando uma técnica chamada de função do receptor, utilizando eventos sismo-sismológicos, telesismos, especificamente. Então, esse trabalho, vou mostrar os resultados a seguir. Eh, foram feitos empilhamentos e migrações de função do receptor, vou explicar o que é, para 32 estações sísmicas de banda larga na província Borborema.","d8aa27f6-6dc6-465d-b17c-031a22770092.jpeg","6b45f6d3-89e4-4bae-be66-2b2a2b301cdb.wav","0026_image.jpeg","image/jpeg","0026_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.202807+00",NULL,2
29,"Item 0027","Aqui eu estou mostrando o modelo de velocidade, modelos globais de velocidade, para a onda S, VS, né? Imagem também modificada de Frost 2008, mostrando os modelos como PREM e AK135.
","722d08af-ba99-487e-baff-3b3a8ea45a76.jpeg","bac8c138-3eed-4503-adf8-16e85d6f05ca.wav","0027_image.jpeg","image/jpeg","0027_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.236028+00",NULL,2
30,"Item 0028","Nesta imagem, eu tô mostrando que a essa profundidade, aonde ocorrem essas descontinuidades sísmicas de 410 e 660 km, e também tem uma terceira, que é no meio dessa camada, dessa zona de transição do manto, que é a de 520 km, uma uma descontinuidade menos expressiva. Então, em cada descontinuidade dessa, ocorre transformações de fase na zona de transição do manto. Ou seja, transformações de fase no mineral olivina causam essas descontinuidades sísmicas. São minerais polimorfos, né? Você vai observar que vai mudar a estrutura deles com a variação da pressão. A olivina, ela se transforma nesse outro mineral, o wadsleyite. Esse, o wadsleyite, isso isso na profundidade de 410. E na profundidade de 520, esse, o wadsleyite, se transforma em ringwoodite. E na profundidade de 660, esse ringwoodite se transforma em perovskita mais magnesiowüstite. Então, ocorre essa transformação de fase no mineral olivina, e isso é o responsável por essa descontinuidade sísmica. Então, aproximadamente 92% do manto superior é composto por esse mineral olivina. E aí vai ter também os piroxênios, os ortopiroxênios e os clinopiroxênios. Vários métodos foram utilizados para comprovar essa composição. E também modelos de velocidade também foram utilizados para isso. Então, a explicação dessas descontinuidades seriam essas mudanças de fase no mineral olivina.","02468d7a-b653-44ca-8671-db194edcd6d0.jpeg","8f6f36e5-6bed-4bcb-af19-ecf4c5169509.wav","0028_image.jpeg","image/jpeg","0028_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.274134+00",NULL,2
31,"Item 0029","Aqui eu estou mostrando uma imagem modificada de, eh, Elfich e World 2001, aonde está mostrando a variação da pressão e da temperatura nessas profundidades de 410 e 660 km. Então, eu estou verificando aí que, eh, esse vai ocorrer o quê? Um coeficiente de Clapeyron oposto, né? Vai ter, eh, essa, à medida que for acontecendo essa variação de pressão e temperatura, essas, esses, essas mudanças de fase da olivina vão acontecendo. Isso significa o quê? Que essa mudança de fase vai estar associada à temperatura. E essa temperatura vai definir também a profundidade em que vai acontecer essa essa mudança de fase. Isto é, se houver uma alteração na temperatura no manto superior, essa profundidade que vai acontecer essa transformação de fase pode variar, por exemplo, em 410 para mais ou para menos. Da mesma forma em 660 km. Se houver, por exemplo, abaixo da província Borborema, uma anomalia térmica associada a essa região do manto superior, então vai ter eh, essa anomalia vai, eh, vai ter uma alteração da temperatura nessa região e possivelmente a transformação de fase nessas profundidades de 410, 660 km, vai estar diferente.","aa514a83-21e0-44cc-952c-de7b931ba5c8.jpeg","c56c0ea0-ee4a-4299-b20f-0c57ab6bb827.wav","0029_image.jpeg","image/jpeg","0029_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.316939+00",NULL,2
32,"Item 0030","Essa imagem é modificada de Bianchi 2008. Ela é bem ilustrativa, ela mostra essa variação na profundidade em que acontece essa transformação de fase na olivina. E, e, então, se nós temos nessa região do manto superior, entre 410 e 660 km, se nós temos uma anomalia de temperatura negativa, possivelmente essa transformação de fase vai acontecer a uma profundidade mais rasa do que 410. E por outro lado, a transformação de fase que acontece a 660 km, vai acontecer a uma profundidade maior. Isso vai significar um espessamento da zona de transição do manto, como mostrado aqui à esquerda. E por outro lado, como mostrado à direita, se acontecer uma anomalia térmica maior positiva, como poderia ser uma evidência de uma pluma mantélica, né, que teria vindo e passado por essa região do manto superior, então essa descontinuidade de 410 km, ela não aconteceria exatamente a 410, mas a uma profundidade maior, e, e, e, e por sua vez a descontinuidade de 660 km aconteceria a uma profundidade menor. Isso representaria um afinamento da zona de transição do manto. Então, nesse trabalho, a gente buscou fazer um mapeamento dessas descontinuidades, 410, 660 km e até a de 520, na província Borborema, porque se o magmatismo e o soerguimento que ocorrem nessas regiões estiverem associados à pluma mantélica, é possível haver aí o rastro no manto superior dessa pluma. E a, e, e a evidência disso deve ser uma zona de transição mais estreita.","21425d13-5b48-4d5a-b9ef-8cb794e4978d.jpeg","9c3883b2-427d-4f62-acf2-df50484911e5.wav","0030_image.jpeg","image/jpeg","0030_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.362864+00",NULL,2
33,"Item 0031","Aqui eu estou mostrando uma imagem adaptada de IMO 1991. Eh, essa imagem para mostrar o que é uma função do receptor. Aqui eu tô mostrando um modelo da Terra, né? Com crosta, manto superior, zona de transição, manto inferior, núcleo externo e núcleo interno. E então esse, esse evento seria, eh, obtido, essa função é obtida a partir de um tremor de terra, um terremoto, um sismo que nós chamamos, de grande escala, que seria aí, eh, eh, uma, um tremor tão forte que ele iria atravessar esse, eh, esse raio aqui. Essa trajetória mostrada aqui, nessa imagem A. Seria, eh, entre 30 e 90 graus a trajetória desse evento. E a função do receptor é o raio convertido de fase P para S, e teria essa mostrado aí, a sua trajetória em B, quando chegasse numa interface, né? E a forma de onda da função receptor é mostrada em C.","31a6e887-ee89-4d59-bc02-dc2ed8033b79.jpeg","6b44207c-4dcb-461d-b5dd-6fd7611312c9.wav","0031_image.jpeg","image/jpeg","0031_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.414136+00",NULL,2
34,"Item 0032","Aqui eu estou mostrando um, um exemplo de um tremor de terra, um sismo. Eh, esse sismo, ele tem primeiro a onda P, a onda primária. Depois vem a onda S, que chega sempre depois, onda secundária, né? E depois as ondas Rayleigh. Enfim, mas nós estamos aqui, nesse estudo, focados na, na onda primária, na onda P. A forma de onda da onda P, eh, tá dando, dado um zoom aqui. Então, nós temos eh, a onda P, ela é registrada nas componentes norte-sul, ou, ou melhor, norte vertical, né? E leste. E a função do receptor, ela vai estar na, na componente radial e transversal. Os sons do receptor são séries temporais que são sensíveis à estrutura próximo ao receptor. Os registros são processados de maneira que o efeito da fonte e do instrumento são eliminados, deixando apenas o efeito da estrutura sobre o receptor. Então, eh, é feita a, apenas retirada, pela componente radial e transversal, e é retirado o efeito da fonte, da fonte, o quê? Do sismo, né? E do instrumento de medida, né? O sismo, o, o sismo, que é para usar, no caso, é o sismógrafo.","c57592e4-407d-41e9-a55f-a1aeff6493dc.jpeg","8aa08779-df2c-4d65-9c43-94d664c535b8.wav","0032_image.jpeg","image/jpeg","0032_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.448894+00",NULL,2
35,"Item 0033","Nessa imagem, eu estou mostrando o aonde nós vamos obter esses sismos. Esses sismos, eles serão eh registrados, são os sismos que aconteceram eh numa faixa de anos e eles foram registrados nessas estações, nessas 32 estações de banda larga que eu estou mostrando nessa imagem, que ficam na província Borborema. Essas estações, elas são partes de redes sismográficas brasileiras: RSis,INCT, Rede Milênio, BLSP02, GSN. Faz parte de uma rede sismográfica brasileira e a UFRN, ela eh, juntamente com a com com outras universidades, ela faz, ela ela eh bastante, eh tem uma referência nessa área de sismologia. E aqui nós temos espalhados ao longo do Nordeste, como a gente vê ao longo dessa província Borborema, uma ampla rede de estações sismográficas. E essas estações estão, esses dados estão eh disponíveis no banco de dados do Labcis, um laboratório sismológico da UFRN. E foi com base nesse banco de dados que essa, esses resultados foram obtidos, que eu estarei mostrando a seguir.","c8fb89b5-3ef0-4c3e-aaae-f0bb9d88ced1.jpeg","1cc4685f-6cc0-4918-9baf-f50387cec32a.wav","0033_image.jpeg","image/jpeg","0033_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.498781+00",NULL,2
36,"Item 0034","Esse aqui é o fluxograma com as etapas do processamento desses desses eventos que, desses dados, né, que foram realizados. A lista de eventos primeiro que foi buscada, né, lista dos terremotos que aconteceram numa faixa de anos, essa lista ela está no NEIC. E esses eventos eles são buscados no banco de dados das 32 estações. Depois é feito o recorte dessa faixa dos eventos que estão nessa faixa, né, que há interesse, no caso da onda P e também da onda PP. Foram utilizados eventos de magnitude 5.5. Uma até essa eh eh, essa faixa de 5.5. Eh, os eventos, eles são entre 30 e 90° para a onda P e 60 e 180° para a onda PP. Foi feito o corte no sismograma, na janela de tempo de 10 segundos antes e 10 segundos depois da chegada da onda P. Foi feita a remoção de baixa frequência, filtro passa-alta de frequência 0,05 Hz. Filtro passa-baixa também foi aplicado de 8 Hz para evitar o efeito de aliasing na decimação de 10 amostras por segundo. Rotação das coordenadas para a posição vertical, radial e transversal. Essa foi uma etapa, né, de digamos assim, de de preparar o dado. E depois foi feito o cálculo dessas funções de receptor utilizando filtro gaussiano passa-baixa de largura eh a 0,5. Na, eh menor ou igual a 0,25 Hz. Foi feita, né, a deconvolução iterativa com 500 interações. Metodologia de Ligorria e Ammon, 1999. Essa deconvolução é importante para retirar o efeito o efeito do que nós não queremos, né, e deixar apenas o efeito que nós queremos, que é o efeito da estrutura abaixo do receptor. Foi feito um controle de qualidade e por fim, essas essas funções elas foram empilhadas e migradas à profundidade, em profundidade 2-D, 1-D, perdão, 2-D e 3-D, utilizando a metodologia de binagem chamada variable binning stacking de Owen e Diallo 2020.","636d3952-26ff-463b-af41-aa1d92bb987d.jpeg","78a3debe-b72e-4258-930c-e57742a4b227.wav","0034_image.jpeg","image/jpeg","0034_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.544449+00",NULL,2
37,"Item 0035","Aqui eu estou mostrando as funções de receptor que foram obtidas. Essas letras em azul, elas são o nome das estações, 32 estações sismográficas, sismológicas. Elas são eh, essas funções de receptor, elas estão sobrepostas e foram calculadas para a onda P. Algumas estações têm mais, né? Outras menos. Eh, mas foi obtido um uma quantidade satisfatória de funções de receptor para que sejam migradas, empilhadas e migradas.","14e107f3-fd6d-4c8e-a13f-ba6c6cec57fc.jpeg","33ca735f-1ba8-4356-b5ed-a68f4cedfd7f.wav","0035_image.jpeg","image/jpeg","0035_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.584359+00",NULL,2
38,"Item 0036","Nessa imagem, eu estou mostrando um pouco do funcionamento dessa técnica de empilhamento utilizada. Eh, essa técnica, ela está fazendo uma binagem, né? Utilizando pontos de perfuração, né? Pra gente, nós vamos fazer eh, bins com base nesses pontos em profundidade, né? Abaixo da estação. Lembrando que a função do receptor, ela traz a informação da estrutura da Terra abaixo da da estação de medida, né? Então, eh, esses pontos em profundidade, né, que nós colocamos a profundidade que nós queremos investigar, que é das, das descontinuidades de 410 km e 660 km, né? Então, esses picking points ou pontos de perfuração, eles servem como guias durante a escolha do evento que devem ser empilhados para realçar as descontinuidades.","d4a0e208-a484-4689-868e-52d5a4fc82b4.jpeg","78c220e4-6be4-4d57-9eae-f8a454745dd9.wav","0036_image.jpeg","image/jpeg","0036_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.620098+00",NULL,2
39,"Item 0037","Aqui seria já uma parte já mostrando os resultados. Aqui seria um mapa topográfico regional da área de estudo, com os pontos em profundidades, esses piercings pontos plotados para as profundidades aqui de 410, né?
","53ca8352-3689-4d1f-9be5-68ec78fe92cb.jpeg","4ec26268-6a93-479b-956c-b5ba9450848c.wav","0037_image.jpeg","image/jpeg","0037_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.652878+00",NULL,2
40,"Item 0038","Aqui também, os *piercing points*, né, plotados para a profundidade de 660 km, dentro desse mapa topográfico regional da área de estudo.
","bdc6777d-19c2-49ae-bbf3-92de117dba51.jpeg","be6e20a0-7e98-407a-8b3d-21be492afdc5.wav","0038_image.jpeg","image/jpeg","0038_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.682953+00",NULL,2
43,"Item 0041","Aqui eu estou mostrando o empilhamento 3D para a onda P, a profundidade de 410 km. Essas cores, elas estão mostrando, eh, o teste feito de variação do tamanho do raio dos bins. O tamanho em e a profundidade 410 km. E esses testes foram feitos para determinar o critério de empilhamento das amplitudes dentro dos bins, incluindo o número mínimo de estações e um número mínimo de picking points.
","27be0e20-1d5d-4dbf-a4be-5d4c39c615b2.jpeg","b9b64e61-d426-4af1-8f31-a995f4a8af90.wav","0041_image.jpeg","image/jpeg","0041_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.776723+00",NULL,2
44,"Item 0042","Aqui eu estou mostrando o empilhamento 3D também da onda P. O anterior também foi para a onda P. A profundidade de 660 km, né? E essas cores são os testes feitos de variação do tamanho do raio dos bins a essa profundidade de 660 km, para determinar o critério de empilhamento das amplitudes dentro dos bins, incluindo o número mínimo de estações e o número mínimo de picks em ponte.
","99100e21-edd6-4205-b0e5-77eb6e953b4b.jpeg","f2e8d832-c5fd-4b79-9f7e-e37047127a66.wav","0042_image.jpeg","image/jpeg","0042_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.813425+00",NULL,2
45,"Item 0043","Aqui eu estou mostrando o mapa do tamanho dos bins para os nós definidos na província Borborema. O tamanho dos bins para cada nó foi determinado selecionando o menor valor entre 0,25 graus e 2,0 graus. Amostrados no intervalo de 0,25 graus, incluindo um mínimo de 30 *simp point* de um mínimo de quatro diferentes estações. Esses foram os critérios utilizados para a binagem.
","2d003131-bb67-423c-b3fb-990a1e5808f4.jpeg","00d79ae2-fba4-4e0f-ade6-90dd20e530eb.wav","0043_image.jpeg","image/jpeg","0043_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.854984+00",NULL,2
46,"Item 0044","Aqui eu estou dando um zoom no mapa para a profundidade de 410 segundos. É possível observar que os nós com bins de menor grau coincidem com as regiões de alta densidade de pissenponte, conforme eu vou mostrar na imagem a seguir.
","e5f5b9ec-99a3-4e01-ab3f-fc06cffb472a.jpeg","f7d80826-e64a-46a5-b02a-a801fdc7d789.wav","0044_image.jpeg","image/jpeg","0044_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.888215+00",NULL,2
47,"Item 0045","Aqui é um zoom da, dos peixes em pontos para profundidade de 410 segundos, plotados no mapa de batimetria. É observar nessa imagem, né, que os nós com B de menor grau coincidem com a região de alta densidade de peixes em pontos.
","52abb122-7a77-462b-9103-4fecd5f2b3ae.jpeg","75aa5d54-4adb-4a44-acca-18d1f33f22d9.wav","0045_image.jpeg","image/jpeg","0045_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.921964+00",NULL,2
48,"Item 0046","Novamente, eh, estou mostrando o mapa de beams. Observar que os nós com beams de menor grau coincidem com as regiões de alta densidade de pissem ponte, conforme vou mostrar na imagem seguinte, com a densidade de pissem ponte para essa profundidade de 660.
","0d4523c3-3b2c-46ec-b4fa-28af8bc9945e.jpeg","362e77fd-bcdf-43f2-8816-f6311f0e05fa.wav","0046_image.jpeg","image/jpeg","0046_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.952672+00",NULL,2
49,"Item 0047","Estou mostrando aqui a densidade dos, dos *Pisum points* para a profundidade de 660. Observar, né? Essa relação que os nós, que os nós com binge de menor grau coincidem com a região de alta densidade de binge.
","5e467c07-807d-4281-9382-2ebe54c3d8ba.jpeg","c5c18fbc-6351-4583-91ad-575bf37c66c6.wav","0047_image.jpeg","image/jpeg","0047_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.983004+00",NULL,2
50,"Item 0048","Essa imagem, ela mostra a variação da espessura da zona de transição do manto abaixo da província Borborema. Essa aqui é uma das principais imagens desse estudo, mostra o resultado. Podemos observar que, eh, não, mas aqui não estou mostrando a profundidade, mas a faixa de, de espessura dessa zona de transição do manto. Então nós vemos em vermelho uma variação para menos de 205 a 235 km. Em vermelho, na maior parte predominante, né? Uma espessura normal nessa faixa de 235 a 265 km e, e algumas partes em azul com uma espessura alterada para uma espessura maior na faixa de 265 a 295 km. Então, foram observados somente os bins entre 1 grau ou menos. Zonas em verde denotam regiões de espessura normal, ou seja, 250, né? Com uma faixa de variação de, de para mais ou para menos, uma faixa aí de, de, de 10 km em média. Essas seções cruzadas mostram os traços resultantes dos bins que eu vou mostrar nas imagens a seguir. E nelas é possível notar que regiões de afinamento geralmente coincidem com conversões P410 segundos de baixa amplitude.","de96f01b-c5d7-460f-a146-34d49987d41e.jpeg","c02cc4e4-35bc-4662-b555-6a61a2b93668.wav","0048_image.jpeg","image/jpeg","0048_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.020914+00",NULL,2
51,"Item 0049","Aqui eu estou mostrando o perfil AB, norte a sul, ao longo da província Borborema. Eh, nós basicamente não observamos nem um afinamento, nem um espessamento significativo nessa porção, né? Um valor médio esperado.
","fa311607-a611-4ba9-be46-35f4f00e1416.jpeg","41d58039-9c35-4965-9105-7c1cae0ad38a.wav","0049_image.jpeg","image/jpeg","0049_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.05555+00",NULL,2
52,"Item 0050","Aqui eu estou mostrando o perfil CAD, que é um perfil Oeste-Leste. Eh, esse perfil, ele também mostra que não houve uma um espessamento, nem um afinamento significativo, né? Nessa, nesse sentido, longitude, nem latitude, como vimos anteriormente. Também nós podemos observar tanto no anterior, como nesse perfil, a descontinuidade de 310.
","df1a07af-6a09-45c8-afb5-8c96c6496260.jpeg","6ce8bd4b-d4fa-4b2c-9a72-bd92cc90adc7.wav","0050_image.jpeg","image/jpeg","0050_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.088039+00",NULL,2
53,"Item 0051","Aqui eu estou mostrando a espessura da zona de transição abaixo da província Borborema, estimada para os diferentes critérios de empilhamento das amplitudes dentro dos bens.
","44ee90a3-6a6c-4af0-9009-4f46d183a4fa.jpeg","4e16d300-091e-4196-9ae0-6bfdf9863648.wav","0051_image.jpeg","image/jpeg","0051_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.117168+00",NULL,2
54,"Item 0052","Aqui eh, seria um mapa com a topografia da zona de transição para a descontinuidade de 410. Esse, esse mapa, ele mostra variações aproximadamente similares para essa topografia dessa profundidade, que seria resultado de uma zona de transição aproximadamente constante abaixo dessa área de estudo. Conforme a imagem seguinte, nós vamos ver também essa topografia para 660.
","3a2f85da-c4e7-4221-a90f-a9c1204fed18.jpeg","5729ede9-dcb4-4157-bf54-4eac8b8ebfb1.wav","0052_image.jpeg","image/jpeg","0052_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.147637+00",NULL,2
55,"Item 0053","Assim, eh, se encerra esse estudo mostrando também a topografia da zona de transição para a descontinuidade de 660 km. Eh, nós não vemos uma em ambas as, as profundidades 410 e 660, não se observa uma topografia que seria eh seria, eh, possível haver uma variação significativa dessa espessura da zona de transição do manto abaixo da área de estudo, que é a província Borborema. Os resultados obtidos de espessura, assim, né, da zona de transição do manto não diferem significativamente da espessura nominal de 250 km prevista em modelos globais de velocidade. Contudo, foram observadas regiões de topografia baixa para ambas as descontinuidades, 410 e 660 km, que aproximadamente se sobrepõem no espaço, sugerindo que variações laterais negativas nas velocidades acima de 410 km de profundidade podem existir abaixo da província Borborema. O que é consistente com a estrutura de baixa densidade que seria consequência de uma alteração térmica conforme proposto, né, no trabalho de Usami et al. 1999. E portanto, a fonte magmática que teria provocado o vulcanismo no cenozóico na província Borborema seria intraplaca e não oriunda do manto e estaria relacionada, também, ao soerguimento da província. Essas montanhas muito expressivas que nós temos aqui no Nordeste, esses altos, né? Esse soerguimento expressivo. E que eh, isso estaria associado, essa fonte magmática estaria associado a a um local acima da zona de transição. Embora os resultados desse trabalho mostrados, né? Não, não se descarta a possibilidade de fluxo lateral proveniente de uma pluma de manto distante proposta por Sleep 2003. Fontes magmáticas locais e rasas seriam mais plausíveis para explicar as causas do vulcanismo intraplaca e do soerguimento de idade cenozóica na província Borborema. E essa é a conclusão desse estudo.","27c7bf6f-3d37-48b6-9d20-b6d1770ce036.jpeg","48689a67-44b5-4254-a680-15f311d1a73f.wav","0053_image.jpeg","image/jpeg","0053_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:07.18572+00",NULL,2
